iteration,latency (ms),gpu,layer,model_type,model
60,41.21126556396485,2,moe_l9,Encoder-Decoder,MegaBlocks
61,41.24873733520508,2,moe_l9,Encoder-Decoder,MegaBlocks
62,41.2632942199707,2,moe_l9,Encoder-Decoder,MegaBlocks
63,41.23072052001953,2,moe_l9,Encoder-Decoder,MegaBlocks
64,41.23708724975586,2,moe_l9,Encoder-Decoder,MegaBlocks
65,41.17721557617188,2,moe_l9,Encoder-Decoder,MegaBlocks
66,41.279296875,2,moe_l9,Encoder-Decoder,MegaBlocks
67,41.29363250732422,2,moe_l9,Encoder-Decoder,MegaBlocks
68,42.58860778808594,2,moe_l9,Encoder-Decoder,MegaBlocks
69,41.26787185668945,2,moe_l9,Encoder-Decoder,MegaBlocks
70,41.25804901123047,2,moe_l9,Encoder-Decoder,MegaBlocks
71,41.31132888793945,2,moe_l9,Encoder-Decoder,MegaBlocks
72,41.26038360595703,2,moe_l9,Encoder-Decoder,MegaBlocks
73,41.26227188110352,2,moe_l9,Encoder-Decoder,MegaBlocks
74,41.400352478027344,2,moe_l9,Encoder-Decoder,MegaBlocks
75,41.2836799621582,2,moe_l9,Encoder-Decoder,MegaBlocks
76,41.26224136352539,2,moe_l9,Encoder-Decoder,MegaBlocks
77,41.303489685058594,2,moe_l9,Encoder-Decoder,MegaBlocks
78,41.31324768066406,2,moe_l9,Encoder-Decoder,MegaBlocks
79,41.37539291381836,2,moe_l9,Encoder-Decoder,MegaBlocks
80,41.24940872192383,2,moe_l9,Encoder-Decoder,MegaBlocks
81,41.35308837890625,2,moe_l9,Encoder-Decoder,MegaBlocks
82,41.3515510559082,2,moe_l9,Encoder-Decoder,MegaBlocks
83,41.28572845458984,2,moe_l9,Encoder-Decoder,MegaBlocks
84,41.463134765625,2,moe_l9,Encoder-Decoder,MegaBlocks
85,41.9576301574707,2,moe_l9,Encoder-Decoder,MegaBlocks
86,42.94508743286133,2,moe_l9,Encoder-Decoder,MegaBlocks
87,41.251583099365234,2,moe_l9,Encoder-Decoder,MegaBlocks
88,41.58758544921875,2,moe_l9,Encoder-Decoder,MegaBlocks
89,41.2852783203125,2,moe_l9,Encoder-Decoder,MegaBlocks
90,41.24694442749024,2,moe_l9,Encoder-Decoder,MegaBlocks
91,41.17961502075195,2,moe_l9,Encoder-Decoder,MegaBlocks
92,41.270782470703125,2,moe_l9,Encoder-Decoder,MegaBlocks
93,41.203392028808594,2,moe_l9,Encoder-Decoder,MegaBlocks
94,41.29484939575195,2,moe_l9,Encoder-Decoder,MegaBlocks
95,41.24300765991211,2,moe_l9,Encoder-Decoder,MegaBlocks
96,41.02425765991211,2,moe_l9,Encoder-Decoder,MegaBlocks
97,41.327903747558594,2,moe_l9,Encoder-Decoder,MegaBlocks
98,41.382911682128906,2,moe_l9,Encoder-Decoder,MegaBlocks
99,41.228126525878906,2,moe_l9,Encoder-Decoder,MegaBlocks
0,27.26691246032715,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
1,27.29244804382324,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
2,27.53190422058105,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
3,27.48812866210937,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
4,27.455808639526367,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
5,28.356639862060547,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
6,27.774208068847656,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
7,27.444480895996094,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
8,27.5163516998291,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
9,27.415552139282227,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
10,27.487680435180664,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
11,27.676288604736328,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
12,29.313312530517575,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
13,27.47091293334961,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
14,27.46134376525879,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
15,27.45452880859375,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
16,27.50035285949707,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
17,28.599519729614254,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
18,27.48966407775879,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
19,27.478368759155277,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
20,27.444063186645508,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
21,27.50636863708496,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
22,27.70307159423828,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
23,27.49225616455078,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
24,27.5230712890625,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
25,27.500991821289062,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
26,27.45395278930664,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
27,27.67843246459961,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
28,27.441408157348636,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
29,27.51888084411621,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
30,27.42838478088379,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
31,27.5032958984375,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
32,27.44950485229492,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
33,27.48038482666016,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
34,27.59859275817871,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
35,27.609792709350582,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
36,27.522687911987305,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
37,27.447423934936523,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
38,27.39081573486328,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
39,27.369760513305664,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
40,27.43375968933105,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
41,27.425535202026367,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
42,27.45142364501953,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
43,27.54195213317871,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
44,27.329151153564453,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
45,28.41519927978516,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
46,27.5482234954834,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
47,27.545631408691406,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
48,27.592735290527344,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
49,27.56172752380371,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
50,27.47203254699707,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
51,28.904767990112305,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
52,27.433408737182617,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
53,27.4334716796875,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
54,27.4531192779541,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
55,29.020416259765625,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
56,27.69808006286621,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
57,27.46214485168457,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
58,27.555871963500977,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
59,27.46575927734375,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
60,27.463008880615234,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
61,27.46588706970215,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
62,27.50364875793457,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
63,27.501440048217773,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
64,27.38451194763184,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
65,27.67625617980957,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
66,27.38755226135254,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
67,27.53471946716309,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
68,29.8374080657959,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
69,28.079456329345703,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
70,27.486047744750977,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
71,27.45443153381348,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
72,27.56752014160156,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
73,27.55366325378418,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
74,27.63267135620117,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
75,27.47996711730957,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
76,27.39593505859375,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
77,27.44976043701172,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
78,27.392576217651367,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
79,27.69555282592773,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
80,27.4552001953125,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
81,27.52380752563477,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
82,28.94256019592285,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
83,27.483455657958984,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
84,27.560863494873047,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
85,27.36809539794922,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
86,27.5413761138916,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
87,27.51321601867676,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
88,27.417951583862305,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
89,27.482112884521484,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
90,27.718048095703125,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
91,27.422304153442383,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
92,27.47747230529785,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
93,27.453760147094727,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
94,27.47635269165039,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
95,27.53008079528809,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
96,27.49033546447754,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
97,27.51638412475586,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
98,27.50713539123535,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
99,27.49385643005371,2,moe_l9_decode,Encoder-Decoder,MegaBlocks
0,7914.3662109375,3,moe_l1,Encoder-Decoder,MegaBlocks
1,42.96847915649414,3,moe_l1,Encoder-Decoder,MegaBlocks
2,43.841888427734375,3,moe_l1,Encoder-Decoder,MegaBlocks
3,48.51881790161133,3,moe_l1,Encoder-Decoder,MegaBlocks
4,42.1258544921875,3,moe_l1,Encoder-Decoder,MegaBlocks
5,42.41379165649414,3,moe_l1,Encoder-Decoder,MegaBlocks
6,46.30940628051758,3,moe_l1,Encoder-Decoder,MegaBlocks
7,41.14384078979492,3,moe_l1,Encoder-Decoder,MegaBlocks
8,41.4015998840332,3,moe_l1,Encoder-Decoder,MegaBlocks
9,42.36732864379883,3,moe_l1,Encoder-Decoder,MegaBlocks
10,44.37452697753906,3,moe_l1,Encoder-Decoder,MegaBlocks
11,42.10015869140625,3,moe_l1,Encoder-Decoder,MegaBlocks
12,43.292030334472656,3,moe_l1,Encoder-Decoder,MegaBlocks
13,42.7061767578125,3,moe_l1,Encoder-Decoder,MegaBlocks
14,41.11769485473633,3,moe_l1,Encoder-Decoder,MegaBlocks
15,41.52444839477539,3,moe_l1,Encoder-Decoder,MegaBlocks
16,41.044769287109375,3,moe_l1,Encoder-Decoder,MegaBlocks
17,45.09040069580078,3,moe_l1,Encoder-Decoder,MegaBlocks
18,41.40643310546875,3,moe_l1,Encoder-Decoder,MegaBlocks
19,41.02511978149414,3,moe_l1,Encoder-Decoder,MegaBlocks
20,41.17788696289063,3,moe_l1,Encoder-Decoder,MegaBlocks
21,41.4505615234375,3,moe_l1,Encoder-Decoder,MegaBlocks
22,40.987552642822266,3,moe_l1,Encoder-Decoder,MegaBlocks
23,41.100128173828125,3,moe_l1,Encoder-Decoder,MegaBlocks
24,44.33078384399414,3,moe_l1,Encoder-Decoder,MegaBlocks
25,42.2940788269043,3,moe_l1,Encoder-Decoder,MegaBlocks
26,41.079551696777344,3,moe_l1,Encoder-Decoder,MegaBlocks
27,40.85177612304688,3,moe_l1,Encoder-Decoder,MegaBlocks
28,41.7088623046875,3,moe_l1,Encoder-Decoder,MegaBlocks
29,41.43942260742188,3,moe_l1,Encoder-Decoder,MegaBlocks
30,41.56383895874024,3,moe_l1,Encoder-Decoder,MegaBlocks
31,40.99651336669922,3,moe_l1,Encoder-Decoder,MegaBlocks
32,41.42614364624024,3,moe_l1,Encoder-Decoder,MegaBlocks
33,41.30329513549805,3,moe_l1,Encoder-Decoder,MegaBlocks
34,43.57449722290039,3,moe_l1,Encoder-Decoder,MegaBlocks
35,42.492862701416016,3,moe_l1,Encoder-Decoder,MegaBlocks
36,42.11561584472656,3,moe_l1,Encoder-Decoder,MegaBlocks
37,42.65075302124024,3,moe_l1,Encoder-Decoder,MegaBlocks
38,41.019039154052734,3,moe_l1,Encoder-Decoder,MegaBlocks
39,43.15084838867188,3,moe_l1,Encoder-Decoder,MegaBlocks
40,44.120094299316406,3,moe_l1,Encoder-Decoder,MegaBlocks
41,41.06399917602539,3,moe_l1,Encoder-Decoder,MegaBlocks
42,43.07881546020508,3,moe_l1,Encoder-Decoder,MegaBlocks
43,44.19907379150391,3,moe_l1,Encoder-Decoder,MegaBlocks
44,42.938846588134766,3,moe_l1,Encoder-Decoder,MegaBlocks
45,42.98115158081055,3,moe_l1,Encoder-Decoder,MegaBlocks
46,42.05174255371094,3,moe_l1,Encoder-Decoder,MegaBlocks
47,67.34841918945312,3,moe_l1,Encoder-Decoder,MegaBlocks
48,44.25798416137695,3,moe_l1,Encoder-Decoder,MegaBlocks
49,41.54972839355469,3,moe_l1,Encoder-Decoder,MegaBlocks
50,90.26918029785156,3,moe_l1,Encoder-Decoder,MegaBlocks
51,41.781375885009766,3,moe_l1,Encoder-Decoder,MegaBlocks
52,41.3289909362793,3,moe_l1,Encoder-Decoder,MegaBlocks
53,42.48873519897461,3,moe_l1,Encoder-Decoder,MegaBlocks
54,41.68531036376953,3,moe_l1,Encoder-Decoder,MegaBlocks
55,40.98502349853516,3,moe_l1,Encoder-Decoder,MegaBlocks
56,41.67862319946289,3,moe_l1,Encoder-Decoder,MegaBlocks
57,41.008033752441406,3,moe_l1,Encoder-Decoder,MegaBlocks
58,41.35539245605469,3,moe_l1,Encoder-Decoder,MegaBlocks
59,40.98409652709961,3,moe_l1,Encoder-Decoder,MegaBlocks
60,40.81337738037109,3,moe_l1,Encoder-Decoder,MegaBlocks
61,41.08982467651367,3,moe_l1,Encoder-Decoder,MegaBlocks
62,44.44563293457031,3,moe_l1,Encoder-Decoder,MegaBlocks
63,41.15865707397461,3,moe_l1,Encoder-Decoder,MegaBlocks
64,41.772926330566406,3,moe_l1,Encoder-Decoder,MegaBlocks
65,40.87596893310547,3,moe_l1,Encoder-Decoder,MegaBlocks
66,41.06121444702149,3,moe_l1,Encoder-Decoder,MegaBlocks
67,40.82537460327149,3,moe_l1,Encoder-Decoder,MegaBlocks
68,40.89481735229492,3,moe_l1,Encoder-Decoder,MegaBlocks
69,41.74444961547852,3,moe_l1,Encoder-Decoder,MegaBlocks
70,43.25664138793945,3,moe_l1,Encoder-Decoder,MegaBlocks
71,41.62076950073242,3,moe_l1,Encoder-Decoder,MegaBlocks
72,41.20246505737305,3,moe_l1,Encoder-Decoder,MegaBlocks
73,41.160926818847656,3,moe_l1,Encoder-Decoder,MegaBlocks
74,41.06803131103516,3,moe_l1,Encoder-Decoder,MegaBlocks
75,41.12361526489258,3,moe_l1,Encoder-Decoder,MegaBlocks
76,41.68422317504883,3,moe_l1,Encoder-Decoder,MegaBlocks
77,45.17420959472656,3,moe_l1,Encoder-Decoder,MegaBlocks
78,41.34761428833008,3,moe_l1,Encoder-Decoder,MegaBlocks
79,40.93414306640625,3,moe_l1,Encoder-Decoder,MegaBlocks
80,43.46470260620117,3,moe_l1,Encoder-Decoder,MegaBlocks
81,40.87161636352539,3,moe_l1,Encoder-Decoder,MegaBlocks
82,42.47443389892578,3,moe_l1,Encoder-Decoder,MegaBlocks
83,40.95782470703125,3,moe_l1,Encoder-Decoder,MegaBlocks
84,41.98128128051758,3,moe_l1,Encoder-Decoder,MegaBlocks
85,43.36409759521485,3,moe_l1,Encoder-Decoder,MegaBlocks
86,41.97164916992188,3,moe_l1,Encoder-Decoder,MegaBlocks
87,44.51417541503906,3,moe_l1,Encoder-Decoder,MegaBlocks
88,41.663360595703125,3,moe_l1,Encoder-Decoder,MegaBlocks
89,41.320350646972656,3,moe_l1,Encoder-Decoder,MegaBlocks
90,41.55324935913086,3,moe_l1,Encoder-Decoder,MegaBlocks
91,40.98355102539063,3,moe_l1,Encoder-Decoder,MegaBlocks
92,41.92009735107422,3,moe_l1,Encoder-Decoder,MegaBlocks
93,42.51395034790039,3,moe_l1,Encoder-Decoder,MegaBlocks
94,42.03654479980469,3,moe_l1,Encoder-Decoder,MegaBlocks
95,42.37273788452149,3,moe_l1,Encoder-Decoder,MegaBlocks
96,40.97430419921875,3,moe_l1,Encoder-Decoder,MegaBlocks
97,41.99615859985352,3,moe_l1,Encoder-Decoder,MegaBlocks
98,41.136478424072266,3,moe_l1,Encoder-Decoder,MegaBlocks
99,41.449951171875,3,moe_l1,Encoder-Decoder,MegaBlocks
0,44.119422912597656,3,moe_l11,Encoder-Decoder,MegaBlocks
1,41.30831909179688,3,moe_l11,Encoder-Decoder,MegaBlocks
2,41.24739074707031,3,moe_l11,Encoder-Decoder,MegaBlocks
3,41.46128082275391,3,moe_l11,Encoder-Decoder,MegaBlocks
4,41.69807815551758,3,moe_l11,Encoder-Decoder,MegaBlocks
5,41.39664077758789,3,moe_l11,Encoder-Decoder,MegaBlocks
6,43.21491241455078,3,moe_l11,Encoder-Decoder,MegaBlocks
7,41.42057418823242,3,moe_l11,Encoder-Decoder,MegaBlocks
8,41.39052963256836,3,moe_l11,Encoder-Decoder,MegaBlocks
9,41.51657485961914,3,moe_l11,Encoder-Decoder,MegaBlocks
10,41.63692855834961,3,moe_l11,Encoder-Decoder,MegaBlocks
11,44.27264022827149,3,moe_l11,Encoder-Decoder,MegaBlocks
12,41.58915328979492,3,moe_l11,Encoder-Decoder,MegaBlocks
13,41.48303985595703,3,moe_l11,Encoder-Decoder,MegaBlocks
14,42.022239685058594,3,moe_l11,Encoder-Decoder,MegaBlocks
15,41.93552017211914,3,moe_l11,Encoder-Decoder,MegaBlocks
16,41.48371124267578,3,moe_l11,Encoder-Decoder,MegaBlocks
17,41.45296096801758,3,moe_l11,Encoder-Decoder,MegaBlocks
18,42.30246353149414,3,moe_l11,Encoder-Decoder,MegaBlocks
19,41.50751876831055,3,moe_l11,Encoder-Decoder,MegaBlocks
20,41.5797119140625,3,moe_l11,Encoder-Decoder,MegaBlocks
21,41.46255874633789,3,moe_l11,Encoder-Decoder,MegaBlocks
22,41.352481842041016,3,moe_l11,Encoder-Decoder,MegaBlocks
23,41.40790557861328,3,moe_l11,Encoder-Decoder,MegaBlocks
24,42.19615936279297,3,moe_l11,Encoder-Decoder,MegaBlocks
25,41.31126403808594,3,moe_l11,Encoder-Decoder,MegaBlocks
26,41.61686325073242,3,moe_l11,Encoder-Decoder,MegaBlocks
27,42.52886581420898,3,moe_l11,Encoder-Decoder,MegaBlocks
28,41.475135803222656,3,moe_l11,Encoder-Decoder,MegaBlocks
29,41.4172477722168,3,moe_l11,Encoder-Decoder,MegaBlocks
30,41.50182342529297,3,moe_l11,Encoder-Decoder,MegaBlocks
31,42.05449676513672,3,moe_l11,Encoder-Decoder,MegaBlocks
32,41.52579116821289,3,moe_l11,Encoder-Decoder,MegaBlocks
33,41.60192108154297,3,moe_l11,Encoder-Decoder,MegaBlocks
34,41.56073760986328,3,moe_l11,Encoder-Decoder,MegaBlocks
35,42.71094512939453,3,moe_l11,Encoder-Decoder,MegaBlocks
36,41.3765754699707,3,moe_l11,Encoder-Decoder,MegaBlocks
37,41.53539276123047,3,moe_l11,Encoder-Decoder,MegaBlocks
38,41.43088150024414,3,moe_l11,Encoder-Decoder,MegaBlocks
39,41.47110366821289,3,moe_l11,Encoder-Decoder,MegaBlocks
40,41.54073715209961,3,moe_l11,Encoder-Decoder,MegaBlocks
41,41.3675537109375,3,moe_l11,Encoder-Decoder,MegaBlocks
42,41.56230545043945,3,moe_l11,Encoder-Decoder,MegaBlocks
43,41.63353729248047,3,moe_l11,Encoder-Decoder,MegaBlocks
44,41.58524703979492,3,moe_l11,Encoder-Decoder,MegaBlocks
45,41.400001525878906,3,moe_l11,Encoder-Decoder,MegaBlocks
46,41.57699203491211,3,moe_l11,Encoder-Decoder,MegaBlocks
47,44.04963302612305,3,moe_l11,Encoder-Decoder,MegaBlocks
48,41.54243087768555,3,moe_l11,Encoder-Decoder,MegaBlocks
49,41.112735748291016,3,moe_l11,Encoder-Decoder,MegaBlocks
50,41.66796875,3,moe_l11,Encoder-Decoder,MegaBlocks
51,41.32515335083008,3,moe_l11,Encoder-Decoder,MegaBlocks
52,41.50611114501953,3,moe_l11,Encoder-Decoder,MegaBlocks
53,41.61996841430664,3,moe_l11,Encoder-Decoder,MegaBlocks
54,41.438079833984375,3,moe_l11,Encoder-Decoder,MegaBlocks
55,41.37737655639648,3,moe_l11,Encoder-Decoder,MegaBlocks
56,41.53007888793945,3,moe_l11,Encoder-Decoder,MegaBlocks
57,41.50128173828125,3,moe_l11,Encoder-Decoder,MegaBlocks
58,41.322784423828125,3,moe_l11,Encoder-Decoder,MegaBlocks
59,41.43894577026367,3,moe_l11,Encoder-Decoder,MegaBlocks
60,41.31043243408203,3,moe_l11,Encoder-Decoder,MegaBlocks
61,41.44537734985352,3,moe_l11,Encoder-Decoder,MegaBlocks
62,41.48470306396485,3,moe_l11,Encoder-Decoder,MegaBlocks
63,41.46547317504883,3,moe_l11,Encoder-Decoder,MegaBlocks
64,41.431617736816406,3,moe_l11,Encoder-Decoder,MegaBlocks
65,41.46969604492188,3,moe_l11,Encoder-Decoder,MegaBlocks
66,44.226688385009766,3,moe_l11,Encoder-Decoder,MegaBlocks
67,41.40534210205078,3,moe_l11,Encoder-Decoder,MegaBlocks
68,41.30665588378906,3,moe_l11,Encoder-Decoder,MegaBlocks
69,46.2468147277832,3,moe_l11,Encoder-Decoder,MegaBlocks
70,47.12665557861328,3,moe_l11,Encoder-Decoder,MegaBlocks
71,41.4516487121582,3,moe_l11,Encoder-Decoder,MegaBlocks
72,41.67049789428711,3,moe_l11,Encoder-Decoder,MegaBlocks
73,44.48582458496094,3,moe_l11,Encoder-Decoder,MegaBlocks
74,41.51580810546875,3,moe_l11,Encoder-Decoder,MegaBlocks
75,41.36742401123047,3,moe_l11,Encoder-Decoder,MegaBlocks
76,41.51987075805664,3,moe_l11,Encoder-Decoder,MegaBlocks
77,41.45427322387695,3,moe_l11,Encoder-Decoder,MegaBlocks
78,41.48342514038086,3,moe_l11,Encoder-Decoder,MegaBlocks
79,41.534912109375,3,moe_l11,Encoder-Decoder,MegaBlocks
80,41.38307189941406,3,moe_l11,Encoder-Decoder,MegaBlocks
81,41.43491363525391,3,moe_l11,Encoder-Decoder,MegaBlocks
82,41.74473571777344,3,moe_l11,Encoder-Decoder,MegaBlocks
83,41.19734573364258,3,moe_l11,Encoder-Decoder,MegaBlocks
84,41.75468826293945,3,moe_l11,Encoder-Decoder,MegaBlocks
85,41.914817810058594,3,moe_l11,Encoder-Decoder,MegaBlocks
86,41.36921691894531,3,moe_l11,Encoder-Decoder,MegaBlocks
87,41.41155242919922,3,moe_l11,Encoder-Decoder,MegaBlocks
88,41.68041610717773,3,moe_l11,Encoder-Decoder,MegaBlocks
89,41.552127838134766,3,moe_l11,Encoder-Decoder,MegaBlocks
90,41.483585357666016,3,moe_l11,Encoder-Decoder,MegaBlocks
91,41.74873733520508,3,moe_l11,Encoder-Decoder,MegaBlocks
92,41.35852813720703,3,moe_l11,Encoder-Decoder,MegaBlocks
93,41.47942352294922,3,moe_l11,Encoder-Decoder,MegaBlocks
94,42.05436706542969,3,moe_l11,Encoder-Decoder,MegaBlocks
95,41.5467529296875,3,moe_l11,Encoder-Decoder,MegaBlocks
96,41.51094436645508,3,moe_l11,Encoder-Decoder,MegaBlocks
97,41.53519821166992,3,moe_l11,Encoder-Decoder,MegaBlocks
98,41.52988815307617,3,moe_l11,Encoder-Decoder,MegaBlocks
99,41.46956634521485,3,moe_l11,Encoder-Decoder,MegaBlocks
0,27.455904006958008,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
1,27.435392379760746,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
2,27.34771156311035,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
3,27.72764778137207,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
4,27.513792037963867,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
5,28.97516822814941,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
6,27.432640075683597,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
7,27.23468780517578,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
8,28.262752532958984,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
9,27.402847290039062,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
10,27.3953914642334,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
11,27.641023635864254,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
12,27.597183227539062,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
13,27.621055603027344,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
14,27.51215934753418,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
15,28.455551147460938,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
16,27.509567260742188,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
17,27.525056838989254,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
18,27.54582405090332,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
19,27.908159255981445,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
20,27.433120727539062,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
21,27.459360122680664,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
22,27.595680236816406,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
23,27.45775985717773,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
24,27.522016525268555,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
25,27.580352783203125,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
26,27.525279998779297,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
27,27.4550724029541,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
28,27.326400756835938,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
29,27.4815673828125,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
30,27.524736404418945,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
31,27.48646354675293,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
32,27.626239776611328,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
33,27.42095947265625,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
34,28.0118408203125,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
35,27.37539291381836,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
36,27.581056594848636,3,moe_l11_decode,Encoder-Decoder,MegaBlocks
